"Notes"	"State"	"State Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Michigan"	"26"	"Follicular non-Hodgkin lymphoma, unspecified"	"C82.9"	34	9966555	0.3
	"Michigan"	"26"	"Non-Hodgkin lymphoma small cleaved cell (diffuse)"	"C83.1"	45	9966555	0.5
	"Michigan"	"26"	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	178	9966555	1.8
	"Michigan"	"26"	"Peripheral T-cell lymphoma - Malignant neoplasms"	"C84.4"	13	9966555	Unreliable
	"Michigan"	"26"	"Other and unspecified T-cell lymphomas - Malignant neoplasms"	"C84.5"	37	9966555	0.4
	"Michigan"	"26"	"B-cell lymphoma, unspecified - Malignant neoplasms"	"C85.1"	144	9966555	1.4
	"Michigan"	"26"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	297	9966555	3.0
	"Michigan"	"26"	"Waldenstr÷m macroglobulinemia"	"C88.0"	21	9966555	0.2
	"Michigan"	"26"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	436	9966555	4.4
	"Michigan"	"26"	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	48	9966555	0.5
	"Michigan"	"26"	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	163	9966555	1.6
	"Michigan"	"26"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	376	9966555	3.8
	"Michigan"	"26"	"Chronic myeloid leukaemia - Malignant neoplasms"	"C92.1"	38	9966555	0.4
	"Michigan"	"26"	"Other myeloid leukaemia - Malignant neoplasms"	"C92.7"	27	9966555	0.3
	"Michigan"	"26"	"Myeloid leukaemia, unspecified - Malignant neoplasms"	"C92.9"	12	9966555	Unreliable
	"Michigan"	"26"	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	49	9966555	0.5
	"Michigan"	"26"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	60	9966555	0.6
	"Michigan"	"26"	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	221	9966555	2.2
	"Michigan"	"26"	"Meninges, unspecified - Benign neoplasms"	"D32.9"	22	9966555	0.2
	"Michigan"	"26"	"Liver, gallbladder and bile ducts - Uncertain neoplasms"	"D37.6"	12	9966555	Unreliable
	"Michigan"	"26"	"Other digestive organs - Uncertain neoplasms"	"D37.7"	16	9966555	Unreliable
	"Michigan"	"26"	"Trachea, bronchus and lung - Uncertain neoplasms"	"D38.1"	25	9966555	0.3
	"Michigan"	"26"	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	55	9966555	0.6
	"Michigan"	"26"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	251	9966555	2.5
	"Michigan"	"26"	"Chronic myeloproliferative disease - Uncertain neoplasms"	"D47.1"	52	9966555	0.5
	"Michigan"	"26"	"Monoclonal gammopathy - Uncertain neoplasms"	"D47.2"	10	9966555	Unreliable
	"Michigan"	"26"	"Connective and other soft tissue - Uncertain neoplasms"	"D48.1"	20	9966555	0.2
	"Michigan"	"26"	"Neoplasm of uncertain or unknown behaviour, unspecified - Uncertain neoplasms"	"D48.9"	23	9966555	0.2
	"Michigan"	"26"	"Iron deficiency anaemia secondary to blood loss (chronic)"	"D50.0"	11	9966555	Unreliable
	"Michigan"	"26"	"Sickle-cell anaemia without crisis"	"D57.1"	12	9966555	Unreliable
	"Michigan"	"26"	"Aplastic anaemia, unspecified"	"D61.9"	26	9966555	0.3
	"Michigan"	"26"	"Acute posthaemorrhagic anaemia"	"D62"	26	9966555	0.3
	"Michigan"	"26"	"Anaemia, unspecified"	"D64.9"	73	9966555	0.7
	"Michigan"	"26"	"Disseminated intravascular coagulation [defibrination syndrome]"	"D65"	15	9966555	Unreliable
	"Michigan"	"26"	"Coagulation defect, unspecified"	"D68.9"	29	9966555	0.3
	"Michigan"	"26"	"Thrombocytopenia, unspecified"	"D69.6"	18	9966555	Unreliable
	"Michigan"	"26"	"Agranulocytosis"	"D70"	14	9966555	Unreliable
	"Michigan"	"26"	"Sarcoidosis, unspecified"	"D86.9"	36	9966555	0.4
	"Michigan"	"26"	"Hypothyroidism, unspecified"	"E03.9"	74	9966555	0.7
	"Michigan"	"26"	"Insulin-dependent diabetes mellitus, with ketoacidosis"	"E10.1"	14	9966555	Unreliable
	"Michigan"	"26"	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	48	9966555	0.5
	"Michigan"	"26"	"Insulin-dependent diabetes mellitus, with multiple complications"	"E10.7"	12	9966555	Unreliable
	"Michigan"	"26"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	81	9966555	0.8
	"Michigan"	"26"	"Non-insulin-dependent diabetes mellitus, with ketoacidosis"	"E11.1"	10	9966555	Unreliable
	"Michigan"	"26"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	381	9966555	3.8
	"Michigan"	"26"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	54	9966555	0.5
	"Michigan"	"26"	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	46	9966555	0.5
	"Michigan"	"26"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	764	9966555	7.7
	"Michigan"	"26"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	130	9966555	1.3
	"Michigan"	"26"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	494	9966555	5.0
	"Michigan"	"26"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	77	9966555	0.8
	"Michigan"	"26"	"Unspecified diabetes mellitus, with other specified complications"	"E14.6"	13	9966555	Unreliable
	"Michigan"	"26"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	74	9966555	0.7
	"Michigan"	"26"	"Unspecified diabetes mellitus, without complications"	"E14.9"	1165	9966555	11.7
	"Michigan"	"26"	"Hypoglycaemia, unspecified"	"E16.2"	12	9966555	Unreliable
	"Michigan"	"26"	"Unspecified severe protein-energy malnutrition"	"E43"	183	9966555	1.8
	"Michigan"	"26"	"Moderate protein-energy malnutrition"	"E44.0"	17	9966555	Unreliable
	"Michigan"	"26"	"Retarded development following protein-energy malnutrition"	"E45"	13	9966555	Unreliable
	"Michigan"	"26"	"Unspecified protein-energy malnutrition"	"E46"	355	9966555	3.6
	"Michigan"	"26"	"Extreme obesity with alveolar hypoventilation"	"E66.2"	23	9966555	0.2
	"Michigan"	"26"	"Other obesity"	"E66.8"	185	9966555	1.9
	"Michigan"	"26"	"Obesity, unspecified"	"E66.9"	122	9966555	1.2
	"Michigan"	"26"	"Pure hypercholesterolaemia"	"E78.0"	50	9966555	0.5
	"Michigan"	"26"	"Mixed hyperlipidaemia"	"E78.2"	14	9966555	Unreliable
	"Michigan"	"26"	"Hyperlipidaemia, unspecified"	"E78.5"	416	9966555	4.2
	"Michigan"	"26"	"Disorder of lipoprotein metabolism, unspecified"	"E78.9"	65	9966555	0.7
	"Michigan"	"26"	"Disorders of calcium metabolism"	"E83.5"	13	9966555	Unreliable
	"Michigan"	"26"	"Organ-limited amyloidosis"	"E85.4"	44	9966555	0.4
	"Michigan"	"26"	"Amyloidosis, unspecified"	"E85.9"	26	9966555	0.3
	"Michigan"	"26"	"Volume depletion"	"E86"	49	9966555	0.5
	"Michigan"	"26"	"Hyperosmolality and hypernatraemia"	"E87.0"	37	9966555	0.4
	"Michigan"	"26"	"Hypo-osmolality and hyponatraemia"	"E87.1"	23	9966555	0.2
	"Michigan"	"26"	"Acidosis"	"E87.2"	81	9966555	0.8
	"Michigan"	"26"	"Hyperkalaemia"	"E87.5"	31	9966555	0.3
	"Michigan"	"26"	"Disorders of plasma-protein metabolism, not elsewhere classified"	"E88.0"	12	9966555	Unreliable
	"Michigan"	"26"	"Metabolic disorder, unspecified"	"E88.9"	120	9966555	1.2
	"Michigan"	"26"	"Multi-infarct dementia"	"F01.1"	16	9966555	Unreliable
	"Michigan"	"26"	"Vascular dementia, unspecified"	"F01.9"	671	9966555	6.7
	"Michigan"	"26"	"Unspecified dementia"	"F03"	3199	9966555	32.1
	"Michigan"	"26"	"Delirium, unspecified"	"F05.9"	11	9966555	Unreliable
	"Michigan"	"26"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	275	9966555	2.8
	"Michigan"	"26"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	232	9966555	2.3
	"Michigan"	"26"	"Mental and behavioural disorders due to use of alcohol, withdrawal state"	"F10.3"	14	9966555	Unreliable
	"Michigan"	"26"	"Mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder"	"F10.7"	11	9966555	Unreliable
	"Michigan"	"26"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	17	9966555	Unreliable
	"Michigan"	"26"	"Mental and behavioural disorders due to use of cocaine, harmful use"	"F14.1"	23	9966555	0.2
	"Michigan"	"26"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	12	9966555	Unreliable
	"Michigan"	"26"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	131	9966555	1.3
	"Michigan"	"26"	"Schizophrenia, unspecified"	"F20.9"	10	9966555	Unreliable
	"Michigan"	"26"	"Huntington disease"	"G10"	51	9966555	0.5
	"Michigan"	"26"	"Motor neuron disease"	"G12.2"	284	9966555	2.8
	"Michigan"	"26"	"Parkinson disease"	"G20"	1334	9966555	13.4
	"Michigan"	"26"	"Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski]"	"G23.1"	59	9966555	0.6
	"Michigan"	"26"	"Alzheimer disease with early onset"	"G30.0"	15	9966555	Unreliable
	"Michigan"	"26"	"Alzheimer disease with late onset"	"G30.1"	185	9966555	1.9
	"Michigan"	"26"	"Alzheimer disease, unspecified"	"G30.9"	4664	9966555	46.8
	"Michigan"	"26"	"Circumscribed brain atrophy"	"G31.0"	67	9966555	0.7
	"Michigan"	"26"	"Senile degeneration of brain, not elsewhere classified"	"G31.1"	523	9966555	5.2
	"Michigan"	"26"	"Other specified degenerative diseases of nervous system"	"G31.8"	301	9966555	3.0
	"Michigan"	"26"	"Degenerative disease of nervous system, unspecified"	"G31.9"	117	9966555	1.2
	"Michigan"	"26"	"Multiple sclerosis"	"G35"	210	9966555	2.1
	"Michigan"	"26"	"Epilepsy, unspecified"	"G40.9"	70	9966555	0.7
	"Michigan"	"26"	"Status epilepticus, unspecified"	"G41.9"	37	9966555	0.4
	"Michigan"	"26"	"Sleep apnoea"	"G47.3"	28	9966555	0.3
	"Michigan"	"26"	"Myasthenia gravis"	"G70.0"	30	9966555	0.3
	"Michigan"	"26"	"Myoneural disorder, unspecified"	"G70.9"	11	9966555	Unreliable
	"Michigan"	"26"	"Muscular dystrophy"	"G71.0"	31	9966555	0.3
	"Michigan"	"26"	"Myotonic disorders"	"G71.1"	14	9966555	Unreliable
	"Michigan"	"26"	"Infantile cerebral palsy, unspecified"	"G80.9"	90	9966555	0.9
	"Michigan"	"26"	"Tetraplegia, unspecified"	"G82.5"	17	9966555	Unreliable
	"Michigan"	"26"	"Normal-pressure hydrocephalus"	"G91.2"	12	9966555	Unreliable
	"Michigan"	"26"	"Toxic encephalopathy"	"G92"	16	9966555	Unreliable
	"Michigan"	"26"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	198	9966555	2.0
	"Michigan"	"26"	"Encephalopathy, unspecified"	"G93.4"	104	9966555	1.0
	"Michigan"	"26"	"Cerebral oedema"	"G93.6"	17	9966555	Unreliable
	"Michigan"	"26"	"Disorder of brain, unspecified"	"G93.9"	30	9966555	0.3
	"Michigan"	"26"	"Mitral stenosis"	"I05.0"	23	9966555	0.2
	"Michigan"	"26"	"Mitral valve disease, unspecified"	"I05.9"	33	9966555	0.3
	"Michigan"	"26"	"Tricuspid insufficiency"	"I07.1"	14	9966555	Unreliable
	"Michigan"	"26"	"Disorders of both mitral and aortic valves"	"I08.0"	29	9966555	0.3
	"Michigan"	"26"	"Essential (primary) hypertension"	"I10"	777	9966555	7.8
	"Michigan"	"26"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	901	9966555	9.0
	"Michigan"	"26"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	2050	9966555	20.6
	"Michigan"	"26"	"Hypertensive renal disease with renal failure"	"I12.0"	401	9966555	4.0
	"Michigan"	"26"	"Hypertensive renal disease without renal failure"	"I12.9"	48	9966555	0.5
	"Michigan"	"26"	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	42	9966555	0.4
	"Michigan"	"26"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	165	9966555	1.7
	"Michigan"	"26"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	240	9966555	2.4
	"Michigan"	"26"	"Hypertensive heart and renal disease, unspecified"	"I13.9"	55	9966555	0.6
	"Michigan"	"26"	"Acute subendocardial myocardial infarction"	"I21.4"	321	9966555	3.2
	"Michigan"	"26"	"Acute myocardial infarction, unspecified"	"I21.9"	3002	9966555	30.1
	"Michigan"	"26"	"Acute ischaemic heart disease, unspecified"	"I24.9"	87	9966555	0.9
	"Michigan"	"26"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	4436	9966555	44.5
	"Michigan"	"26"	"Atherosclerotic heart disease"	"I25.1"	6740	9966555	67.6
	"Michigan"	"26"	"Ischaemic cardiomyopathy"	"I25.5"	490	9966555	4.9
	"Michigan"	"26"	"Other forms of chronic ischaemic heart disease"	"I25.8"	47	9966555	0.5
	"Michigan"	"26"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	311	9966555	3.1
	"Michigan"	"26"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	369	9966555	3.7
	"Michigan"	"26"	"Other secondary pulmonary hypertension"	"I27.2"	257	9966555	2.6
	"Michigan"	"26"	"Pulmonary heart disease, unspecified"	"I27.9"	61	9966555	0.6
	"Michigan"	"26"	"Pericardial effusion (noninflammatory)"	"I31.3"	17	9966555	Unreliable
	"Michigan"	"26"	"Acute and subacute infective endocarditis"	"I33.0"	44	9966555	0.4
	"Michigan"	"26"	"Mitral (valve) insufficiency"	"I34.0"	73	9966555	0.7
	"Michigan"	"26"	"Aortic (valve) stenosis"	"I35.0"	469	9966555	4.7
	"Michigan"	"26"	"Aortic (valve) insufficiency"	"I35.1"	25	9966555	0.3
	"Michigan"	"26"	"Other aortic valve disorders"	"I35.8"	20	9966555	0.2
	"Michigan"	"26"	"Aortic valve disorder, unspecified"	"I35.9"	36	9966555	0.4
	"Michigan"	"26"	"Endocarditis, valve unspecified"	"I38"	198	9966555	2.0
	"Michigan"	"26"	"Dilated cardiomyopathy"	"I42.0"	113	9966555	1.1
	"Michigan"	"26"	"Other hypertrophic cardiomyopathy"	"I42.2"	29	9966555	0.3
	"Michigan"	"26"	"Alcoholic cardiomyopathy"	"I42.6"	22	9966555	0.2
	"Michigan"	"26"	"Other cardiomyopathies"	"I42.8"	11	9966555	Unreliable
	"Michigan"	"26"	"Cardiomyopathy, unspecified"	"I42.9"	527	9966555	5.3
	"Michigan"	"26"	"Atrioventricular block, complete"	"I44.2"	18	9966555	Unreliable
	"Michigan"	"26"	"Other specified conduction disorders"	"I45.8"	45	9966555	0.5
	"Michigan"	"26"	"Sudden cardiac death, so described"	"I46.1"	26	9966555	0.3
	"Michigan"	"26"	"Cardiac arrest, unspecified"	"I46.9"	182	9966555	1.8
	"Michigan"	"26"	"Ventricular tachycardia"	"I47.2"	33	9966555	0.3
	"Michigan"	"26"	"Atrial fibrillation and flutter"	"I48"	892	9966555	8.9
	"Michigan"	"26"	"Ventricular fibrillation and flutter"	"I49.0"	61	9966555	0.6
	"Michigan"	"26"	"Sick sinus syndrome"	"I49.5"	22	9966555	0.2
	"Michigan"	"26"	"Other specified cardiac arrhythmias"	"I49.8"	10	9966555	Unreliable
	"Michigan"	"26"	"Cardiac arrhythmia, unspecified"	"I49.9"	248	9966555	2.5
	"Michigan"	"26"	"Congestive heart failure"	"I50.0"	2623	9966555	26.3
	"Michigan"	"26"	"Left ventricular failure"	"I50.1"	10	9966555	Unreliable
	"Michigan"	"26"	"Heart failure, unspecified"	"I50.9"	721	9966555	7.2
	"Michigan"	"26"	"Myocarditis, unspecified"	"I51.4"	15	9966555	Unreliable
	"Michigan"	"26"	"Cardiovascular disease, unspecified"	"I51.6"	549	9966555	5.5
	"Michigan"	"26"	"Cardiomegaly"	"I51.7"	23	9966555	0.2
	"Michigan"	"26"	"Other ill-defined heart diseases"	"I51.8"	36	9966555	0.4
	"Michigan"	"26"	"Heart disease, unspecified"	"I51.9"	209	9966555	2.1
	"Michigan"	"26"	"Other subarachnoid haemorrhage"	"I60.8"	10	9966555	Unreliable
	"Michigan"	"26"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	153	9966555	1.5
	"Michigan"	"26"	"Intracerebral haemorrhage in hemisphere, cortical"	"I61.1"	15	9966555	Unreliable
	"Michigan"	"26"	"Intracerebral haemorrhage in brain stem"	"I61.3"	27	9966555	0.3
	"Michigan"	"26"	"Intracerebral haemorrhage in cerebellum"	"I61.4"	15	9966555	Unreliable
	"Michigan"	"26"	"Intracerebral haemorrhage, intraventricular"	"I61.5"	30	9966555	0.3
	"Michigan"	"26"	"Intracerebral haemorrhage, unspecified"	"I61.9"	455	9966555	4.6
	"Michigan"	"26"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	79	9966555	0.8
	"Michigan"	"26"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	315	9966555	3.2
	"Michigan"	"26"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	33	9966555	0.3
	"Michigan"	"26"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	20	9966555	0.2
	"Michigan"	"26"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	58	9966555	0.6
	"Michigan"	"26"	"Cerebral infarction, unspecified"	"I63.9"	392	9966555	3.9
	"Michigan"	"26"	"Stroke, not specified as haemorrhage or infarction"	"I64"	1743	9966555	17.5
	"Michigan"	"26"	"Cerebral aneurysm, nonruptured"	"I67.1"	11	9966555	Unreliable
	"Michigan"	"26"	"Cerebral atherosclerosis"	"I67.2"	646	9966555	6.5
	"Michigan"	"26"	"Other specified cerebrovascular diseases"	"I67.8"	35	9966555	0.4
	"Michigan"	"26"	"Cerebrovascular disease, unspecified"	"I67.9"	396	9966555	4.0
	"Michigan"	"26"	"Sequelae of cerebral infarction"	"I69.3"	92	9966555	0.9
	"Michigan"	"26"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	437	9966555	4.4
	"Michigan"	"26"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	842	9966555	8.4
	"Michigan"	"26"	"Generalized and unspecified atherosclerosis"	"I70.9"	291	9966555	2.9
	"Michigan"	"26"	"Dissection of aorta [any part]"	"I71.0"	149	9966555	1.5
	"Michigan"	"26"	"Thoracic aortic aneurysm, ruptured"	"I71.1"	15	9966555	Unreliable
	"Michigan"	"26"	"Thoracic aortic aneurysm, without mention of rupture"	"I71.2"	18	9966555	Unreliable
	"Michigan"	"26"	"Abdominal aortic aneurysm, ruptured"	"I71.3"	81	9966555	0.8
	"Michigan"	"26"	"Abdominal aortic aneurysm, without mention of rupture"	"I71.4"	57	9966555	0.6
	"Michigan"	"26"	"Aortic aneurysm of unspecified site, ruptured"	"I71.8"	23	9966555	0.2
	"Michigan"	"26"	"Aortic aneurysm of unspecified site, without mention of rupture"	"I71.9"	20	9966555	0.2
	"Michigan"	"26"	"Aneurysm of unspecified site"	"I72.9"	14	9966555	Unreliable
	"Michigan"	"26"	"Peripheral vascular disease, unspecified"	"I73.9"	242	9966555	2.4
	"Michigan"	"26"	"Arteritis, unspecified"	"I77.6"	11	9966555	Unreliable
	"Michigan"	"26"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	101	9966555	1.0
	"Michigan"	"26"	"Phlebitis and thrombophlebitis of lower extremities, unspecified"	"I80.3"	10	9966555	Unreliable
	"Michigan"	"26"	"Influenza with pneumonia, influenza virus identified"	"J10.0"	57	9966555	0.6
	"Michigan"	"26"	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	76	9966555	0.8
	"Michigan"	"26"	"Influenza with pneumonia, virus not identified"	"J11.0"	51	9966555	0.5
	"Michigan"	"26"	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	27	9966555	0.3
	"Michigan"	"26"	"Other viral pneumonia"	"J12.8"	53	9966555	0.5
	"Michigan"	"26"	"Viral pneumonia, unspecified"	"J12.9"	34	9966555	0.3
	"Michigan"	"26"	"Pneumonia due to Pseudomonas"	"J15.1"	16	9966555	Unreliable
	"Michigan"	"26"	"Pneumonia due to staphylococcus"	"J15.2"	29	9966555	0.3
	"Michigan"	"26"	"Bacterial pneumonia, unspecified"	"J15.9"	56	9966555	0.6
	"Michigan"	"26"	"Bronchopneumonia, unspecified"	"J18.0"	19	9966555	Unreliable
	"Michigan"	"26"	"Lobar pneumonia, unspecified"	"J18.1"	19	9966555	Unreliable
	"Michigan"	"26"	"Pneumonia, unspecified"	"J18.9"	1401	9966555	14.1
	"Michigan"	"26"	"Unspecified chronic bronchitis"	"J42"	10	9966555	Unreliable
	"Michigan"	"26"	"Emphysema, unspecified"	"J43.9"	242	9966555	2.4
	"Michigan"	"26"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	545	9966555	5.5
	"Michigan"	"26"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	214	9966555	2.1
	"Michigan"	"26"	"Other specified chronic obstructive pulmonary disease"	"J44.8"	36	9966555	0.4
	"Michigan"	"26"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	4416	9966555	44.3
	"Michigan"	"26"	"Predominantly allergic asthma"	"J45.0"	12	9966555	Unreliable
	"Michigan"	"26"	"Asthma, unspecified"	"J45.9"	113	9966555	1.1
	"Michigan"	"26"	"Bronchiectasis"	"J47"	27	9966555	0.3
	"Michigan"	"26"	"Pneumoconiosis due to asbestos and other mineral fibres"	"J61"	14	9966555	Unreliable
	"Michigan"	"26"	"Pneumonitis due to food and vomit"	"J69.0"	491	9966555	4.9
	"Michigan"	"26"	"Adult respiratory distress syndrome"	"J80"	32	9966555	0.3
	"Michigan"	"26"	"Pulmonary oedema"	"J81"	20	9966555	0.2
	"Michigan"	"26"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	473	9966555	4.7
